razao_social;cnpj;placa;servico_regular;servico_fretado;servico_semiurbano;data_validade_csv;validade_seguro;ano_fabricacao;categoria_veiculo;nr_assentos_categoria;nr_assentos;acessibilidade;tipo_veiculo
CRUZ FERNANDES SERVICOS, TRANSPORTES E TURISMO LTDA;17.385.523/0001-04;IYF-2C97;Não;Sim;Não;2025-09-27;2025-08-22;2015;Executivo;61;61;H - Cadeira de transbordo.;Ônibus
CRUZEIRO DO NORTE TRANSPORTES LTDA;04.110.258/0001-00;PTF-0700;Sim;Não;Não;2025-11-04;2025-10-05;2018;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
CRUZEIRO DO NORTE TRANSPORTES LTDA;04.110.258/0001-00;PTF-0745;Sim;Não;Não;2025-03-25;2025-10-05;2018;Convencional;50;50;H - Cadeira de transbordo.;Ônibus
CRUZEIRO DO NORTE TRANSPORTES LTDA;04.110.258/0001-00;PTF-1877;Sim;Não;Não;2025-08-05;2025-10-05;2018;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
CS VIAGENS & TURISMO LTDA;22.878.591/0001-37;OVS-6E24;Não;Sim;Não;2025-09-09;2025-09-13;2014;Executivo;57;57;H - Cadeira de transbordo.;Ônibus
CS VIP LOGTUR TRANSPORTES E TURISMO LTDA;38.478.982/0001-02;AWW-3J41;Sim;Sim;Não;2025-11-08;2025-06-05;2012;Leito;20;20;H - Cadeira de transbordo.;Ônibus
CS VIP LOGTUR TRANSPORTES E TURISMO LTDA;38.478.982/0001-02;AWZ-0I42;Sim;Sim;Não;2025-06-14;2025-06-05;2012;Leito;20;20;H - Cadeira de transbordo.;Ônibus
CS VIP LOGTUR TRANSPORTES E TURISMO LTDA;38.478.982/0001-02;AXF-3I31;Sim;Sim;Não;2025-03-20;2025-06-05;2013;Leito;44;44;H - Cadeira de transbordo.;Ônibus
CS VIP LOGTUR TRANSPORTES E TURISMO LTDA;38.478.982/0001-02;BAD-9F67;Sim;Sim;Não;2025-04-05;2025-06-05;2015;Leito;40;40;H - Cadeira de transbordo.;Ônibus
CS VIP LOGTUR TRANSPORTES E TURISMO LTDA;38.478.982/0001-02;BAD-9F72;Sim;Sim;Não;2025-10-21;2025-06-05;2015;Leito;43;43;H - Cadeira de transbordo.;Ônibus
CS VIP LOGTUR TRANSPORTES E TURISMO LTDA;38.478.982/0001-02;BBT-8B46;Sim;Sim;Não;2025-12-03;2025-06-05;2017;Leito;45;45;H - Cadeira de transbordo.;Ônibus
CS VIP LOGTUR TRANSPORTES E TURISMO LTDA;38.478.982/0001-02;PNK-5B27;Sim;Sim;Não;2025-10-18;2025-11-04;2015;Semileito;46;46;H - Cadeira de transbordo.;Ônibus
CS VIP LOGTUR TRANSPORTES E TURISMO LTDA;38.478.982/0001-02;PNK-5B87;Sim;Sim;Não;2025-05-21;2025-11-04;2015;Semileito;46;46;H - Cadeira de transbordo.;Ônibus
CS VIP LOGTUR TRANSPORTES E TURISMO LTDA;38.478.982/0001-02;PNN-4A97;Sim;Sim;Não;2025-11-28;2025-11-04;2015;Semileito;46;46;H - Cadeira de transbordo.;Ônibus
CS VIP LOGTUR TRANSPORTES E TURISMO LTDA;38.478.982/0001-02;PNO-9H37;Sim;Sim;Não;2025-03-06;2025-11-04;2015;Semileito;46;46;H - Cadeira de transbordo.;Ônibus
CS VIP LOGTUR TRANSPORTES E TURISMO LTDA;38.478.982/0001-02;PON-6G87;Sim;Sim;Não;2025-10-15;2025-11-04;2017;Semileito | Leito;50 | 12;62;H - Cadeira de transbordo.;Ônibus
CS VIP LOGTUR TRANSPORTES E TURISMO LTDA;38.478.982/0001-02;POO-9E06;Sim;Não;Não;2025-06-14;2025-06-05;2017;Leito | Semileito;12 | 50;62;H - Cadeira de transbordo.;Ônibus
CS VIP LOGTUR TRANSPORTES E TURISMO LTDA;38.478.982/0001-02;POO-9I26;Sim;Sim;Não;2025-06-14;2025-06-05;2017;Semileito | Leito;50 | 12;62;H - Cadeira de transbordo.;Ônibus
CS VIP LOGTUR TRANSPORTES E TURISMO LTDA;38.478.982/0001-02;POP-0A26;Sim;Sim;Não;2025-06-14;2025-06-05;2017;Semileito | Leito;50 | 12;62;H - Cadeira de transbordo.;Ônibus
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;AXF-2824;Não;Sim;Não;2025-10-11;2025-01-15;2013;Executivo;16;16;Q - Cadeira de transbordo;Micro-ônibus
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;MHR-3518;Não;Sim;Não;2025-09-24;2025-01-15;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
CTJ TRANSPORTES LTDA;50.580.971/0001-26;OXE-0D31;Não;Sim;Não;2025-09-24;2025-05-21;2013;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
CTS TRANSPORTES E TURISMO LTDA;20.792.887/0001-05;JCG-8G99;Não;Sim;Não;2025-11-07;2025-11-12;2023;Executivo;11;11;Sem Acessibilidade;Micro-ônibus
CWB TRANSPORTE EXECUTIVO E TURISMO LTDA;55.558.901/0001-95;TAJ-7B35;Não;Sim;Não;2025-07-30;2025-07-29;2024;Executivo;16;16;Q - Cadeira de transbordo;Micro-ônibus
CZERVINSKI EMPRESA TRANSPORTES LTDA - EPP;04.416.744/0001-42;ITG-1I79;Não;Sim;Não;2025-01-12;2025-12-19;2011;Executivo;21;21;H - Cadeira de transbordo.;Ônibus
CZERVINSKI EMPRESA TRANSPORTES LTDA - EPP;04.416.744/0001-42;IVW-3D60;Não;Sim;Não;2025-04-12;2025-12-19;2014;Executivo;20;20;Sem Acessibilidade;Micro-ônibus
CZERVINSKI EMPRESA TRANSPORTES LTDA - EPP;04.416.744/0001-42;IWB-0I93;Não;Sim;Não;2025-01-08;2025-12-19;2014;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
CZERVINSKI EMPRESA TRANSPORTES LTDA - EPP;04.416.744/0001-42;IWB-1H70;Não;Sim;Não;2025-07-08;2025-12-19;2014;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
CZERVINSKI EMPRESA TRANSPORTES LTDA - EPP;04.416.744/0001-42;IWU-4206;Não;Sim;Não;2025-09-11;2025-12-19;2015;Executivo;41;41;H - Cadeira de transbordo.;Ônibus
CZERVINSKI EMPRESA TRANSPORTES LTDA - EPP;04.416.744/0001-42;IXT-2A17;Não;Sim;Não;2025-01-09;2025-12-19;2013;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
D & D GAROPABA VIAGENS E TURISMO LTDA;09.676.806/0001-79;EWJ-0D93;Não;Sim;Não;2025-05-08;2025-11-19;2012;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
D & D GAROPABA VIAGENS E TURISMO LTDA;09.676.806/0001-79;IQH-5208;Não;Sim;Não;2025-08-28;2025-09-19;2009;Executivo;28;28;Q - Cadeira de transbordo;Ônibus
D & D GAROPABA VIAGENS E TURISMO LTDA;09.676.806/0001-79;QHO-8I09;Não;Sim;Não;2025-09-04;2025-10-03;2015;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
D & F VIAGENS E TRANSPORTES LTDA;21.658.842/0001-05;AZO-2C56;Não;Sim;Não;2025-09-09;2025-10-14;2015;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
D & M LOCADORA DE VEICULOS LTDA;15.294.446/0001-43;SGB-6J66;Não;Sim;Não;2025-08-29;2025-09-10;2024;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
D & M LOCADORA DE VEICULOS LTDA;15.294.446/0001-43;SGG-9E30;Não;Sim;Não;2025-09-30;2025-10-25;2024;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
D B TUR LTDA;18.433.939/0001-05;NBU-5E43;Não;Sim;Não;2025-06-04;2025-07-10;2001;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
D C A TRANSPORTES LTDA;35.296.221/0001-33;AKO-2711;Não;Sim;Não;2025-01-30;2025-07-13;2001;Executivo;43;43;H - Cadeira de transbordo.;Ônibus
D E G PIMENTTAS TUR LTDA;25.231.174/0001-96;EBV-0C00;Não;Sim;Não;2024-12-24;2025-11-29;2002;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
D J QUERUBIM LOCADORA E TURISMO LTDA;18.341.802/0001-20;KRN-2D24;Não;Sim;Não;2025-11-04;2025-11-06;2009;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
D J QUERUBIM LOCADORA E TURISMO LTDA;18.341.802/0001-20;LTN-4A61;Não;Sim;Não;2025-11-06;2025-11-06;2011;Executivo;20;20;Sem Acessibilidade;Micro-ônibus
D N J TRANSPORTE E TURISMO;22.217.606/0001-16;MSA-5D01;Não;Sim;Não;2025-04-07;2025-10-07;2001;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
D O C E SONHO TURISMO E LAZER LTDA;24.735.465/0001-59;KWZ-6D03;Não;Sim;Não;2025-12-11;2024-12-29;2014;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
D. J. DE MELO FILHO E CIA. LTDA;03.630.041/0001-50;DTC-3A29;Não;Sim;Não;2025-01-02;2025-08-23;2007;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
D. J. DE MELO FILHO E CIA. LTDA;03.630.041/0001-50;MKP-1D57;Não;Sim;Não;2025-10-04;2025-04-26;2012;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
D. J. DE MELO FILHO E CIA. LTDA;03.630.041/0001-50;MQM-2578;Não;Sim;Não;2025-01-10;2025-10-13;2005;Executivo;51;51;Q - Cadeira de transbordo;Ônibus
D. J. DE MELO FILHO E CIA. LTDA;03.630.041/0001-50;TCI-4A55;Não;Sim;Não;2025-06-24;2025-08-28;2024;Executivo;19;19;Q - Cadeira de transbordo;Micro-ônibus
D. R. PELIZARO TRANSPORTES LTDA;09.260.617/0001-10;AQT-9111;Não;Sim;Não;2025-10-17;2025-11-11;2013;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
D. R. PELIZARO TRANSPORTES LTDA;09.260.617/0001-10;BCJ-3155;Não;Sim;Não;2025-07-01;2025-09-20;2018;Executivo;59;59;H - Cadeira de transbordo.;Ônibus
D.A.S. TRANSPORTES LTDA;19.936.136/0001-36;IWV-6909;Não;Sim;Não;2025-12-11;2025-11-26;2014;Executivo;21;21;Sem Acessibilidade;Micro-ônibus
D.A.S. TRANSPORTES LTDA;19.936.136/0001-36;JHX-0H23;Não;Sim;Não;2025-12-13;2025-12-07;2009;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
D.C. LUCAS, LUCAS & LUCAS TURISMO LTDA;56.041.262/0001-59;CQH-8067;Não;Sim;Não;2025-02-23;2025-10-21;1998;Executivo;44;44;Sem Acessibilidade;Ônibus
D.D. TURISMO TAUBATE LTDA - ME;19.013.847/0001-39;FVC-1C19;Não;Sim;Não;2025-11-13;2025-01-02;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
D.D. TURISMO TAUBATE LTDA - ME;19.013.847/0001-39;LTB-4J60;Não;Sim;Não;2025-09-13;2025-01-02;2012;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
D.D. TURISMO TAUBATE LTDA - ME;19.013.847/0001-39;OMX-1H66;Não;Sim;Não;2025-11-29;2025-01-02;2012;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
D.E.M.P TURISMO LTDA;10.366.153/0001-00;OMQ-6274;Não;Sim;Não;2025-11-25;2025-05-30;2014;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
D.E.M.P TURISMO LTDA;10.366.153/0001-00;PQS-2G11;Não;Sim;Não;2025-09-27;2025-05-30;2015;Executivo;28;28;H - Cadeira de transbordo.;Ônibus
D.E.M.P TURISMO LTDA;10.366.153/0001-00;PRT-0927;Não;Sim;Não;2025-09-30;2025-05-30;2018;Executivo;56;56;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
D.E.M.P TURISMO LTDA;10.366.153/0001-00;QTS-3324;Não;Sim;Não;2025-09-23;2025-05-30;2019;Executivo;30;30;H - Cadeira de transbordo.;Ônibus
D.H TURISMO LTDA;33.261.310/0001-19;IMD-2I42;Não;Sim;Não;2025-01-19;2025-12-11;2004;Executivo;26;26;Q - Cadeira de transbordo;Ônibus
D3 GROUP LOCADORA E TURISMO LTDA;44.645.905/0001-94;AXQ-4G69;Não;Sim;Não;2025-09-23;2025-07-14;2013;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
DA CAPITAL TOUR LOCACAO LTDA;07.540.755/0001-28;ASY-6238;Não;Sim;Não;2025-10-03;2025-11-28;2010;Executivo;40;40;H - Cadeira de transbordo.;Ônibus
DA ROSA TUR TRANSPORTES LTDA;72.448.921/0001-22;MKW-1D70;Não;Sim;Não;2025-10-09;2024-12-29;2012;Executivo;36;36;H - Cadeira de transbordo.;Ônibus
DA ROSA TUR TRANSPORTES LTDA;72.448.921/0001-22;QHH-5A87;Não;Sim;Não;2025-07-25;2024-12-29;2014;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
DA ROSA TUR TRANSPORTES LTDA;72.448.921/0001-22;SXM-0H66;Não;Sim;Não;2025-08-12;2024-12-29;2024;Executivo;32;32;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
DADATUR DA SERRA LOCADORA DE VEICULOS LTDA - ME;10.534.053/0001-46;AST-1I51;Não;Sim;Não;2025-08-07;2025-08-25;2010;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
DADATUR DA SERRA LOCADORA DE VEICULOS LTDA - ME;10.534.053/0001-46;AXT-1B29;Não;Sim;Não;2025-12-02;2025-04-25;2013;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
DADATUR DA SERRA LOCADORA DE VEICULOS LTDA - ME;10.534.053/0001-46;KPO-7412;Não;Sim;Não;2025-09-12;2025-09-20;2013;Executivo;42;42;Sem Acessibilidade;Micro-ônibus
DAII TRANSPORTE ESCOLAR E FRETAMENTO LTDA;32.436.467/0001-75;IXU-8H77;Não;Sim;Não;2025-09-26;2025-10-09;2016;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
DALLATUR TURISMO LTDA;91.459.180/0001-20;IPS-9286;Não;Sim;Não;2025-11-01;2025-10-14;2009;Convencional;27;25;Q - Cadeira de transbordo;Ônibus
DALLATUR TURISMO LTDA;91.459.180/0001-20;JDL-9119;Não;Sim;Não;2025-08-20;2025-06-30;2018;Executivo;43;43;H - Cadeira de transbordo.;Ônibus
DALLATUR TURISMO LTDA;91.459.180/0001-20;KXM-7E79;Não;Sim;Não;2025-04-01;2025-10-14;2015;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
DALLATUR TURISMO LTDA;91.459.180/0001-20;LLX-4G58;Não;Sim;Não;2025-05-24;2025-10-14;2013;Convencional;48;48;H - Cadeira de transbordo.;Ônibus
DALLATUR TURISMO LTDA;91.459.180/0001-20;LMG-8E01;Não;Sim;Não;2025-05-23;2025-10-14;2015;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
DALLATUR TURISMO LTDA;91.459.180/0001-20;LPE-4381;Não;Sim;Não;2025-01-25;2025-10-14;2008;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
DALLATUR TURISMO LTDA;91.459.180/0001-20;LPG-8420;Não;Sim;Não;2025-01-08;2025-10-14;2008;Convencional;46;46;Q - Cadeira de transbordo;Ônibus
DALLATUR TURISMO LTDA;91.459.180/0001-20;LSG-9G00;Não;Sim;Não;2025-02-09;2025-10-14;2015;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
DALLE QUENEDI SIQUIERI EIRELI;03.684.517/0001-35;SDV-4B25;Não;Sim;Não;2025-09-06;2025-09-15;2022;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
DALLE QUENEDI SIQUIERI EIRELI;03.684.517/0001-35;TAU-1C61;Não;Sim;Não;2025-11-14;2025-11-14;2024;Executivo;16;16;H - Cadeira de transbordo.;Micro-ônibus
DALPIZZOL TRANSPORTES E TURISMO LTDA;11.181.424/0001-16;CYB-7652;Não;Sim;Não;2025-03-11;2025-08-22;2000;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
DALUFRA TRANSPORTES E TURISMO LTDA;05.069.708/0001-12;AZY-2150;Não;Sim;Não;2025-03-06;2025-11-21;2015;Executivo;45;45;H - Cadeira de transbordo.;Ônibus
DALUFRA TRANSPORTES E TURISMO LTDA;05.069.708/0001-12;SEF-2C71;Não;Sim;Não;2025-02-06;2025-11-21;2022;Executivo;33;33;H - Cadeira de transbordo.;Ônibus
DAMIAO SILVA TURISMO LTDA;54.652.397/0001-25;GCD-1B10;Não;Sim;Não;2025-09-27;2025-05-24;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
DAMSTUR TRANSPORTES LTDA;24.221.610/0001-83;AJT-4F57;Não;Sim;Não;2025-05-11;2025-10-08;2001;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
DAMSTUR TRANSPORTES LTDA;24.221.610/0001-83;AZO-2E89;Não;Sim;Não;2025-10-21;2025-11-15;2015;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
DAMSTUR TRANSPORTES LTDA;24.221.610/0001-83;CNI-3I85;Não;Sim;Não;2025-05-13;2025-11-14;2001;Executivo;50;50;Q - Cadeira de transbordo;Ônibus
DAMSTUR TRANSPORTES LTDA;24.221.610/0001-83;MKC-6374;Não;Sim;Não;2025-10-29;2025-10-28;2012;Executivo;12;12;Sem Acessibilidade;Micro-ônibus
DAMTUR - VIAGENS E TURISMO EIRELI - EPP;28.017.158/0001-93;INX-8H08;Não;Sim;Não;2025-05-07;2025-10-31;2007;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
DANI TRANSPORTES E VIAGENS EIRELI-ME;23.890.793/0001-67;CZB-1B48;Não;Sim;Não;2025-03-27;2025-10-22;2008;Executivo;43;43;Q - Cadeira de transbordo;Ônibus
DANI TRANSPORTES E VIAGENS EIRELI-ME;23.890.793/0001-67;EBV-0E10;Não;Sim;Não;2025-05-28;2025-10-24;2004;Executivo;43;43;Q - Cadeira de transbordo;Ônibus
DANI TRANSPORTES E VIAGENS EIRELI-ME;23.890.793/0001-67;GAC-2A07;Não;Sim;Não;2025-01-22;2025-07-23;2007;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
DANIEL AGUIAR LTDA;12.902.492/0001-90;PBJ-8F23;Não;Sim;Não;2025-02-28;2025-11-25;2018;Executivo;59;59;H - Cadeira de transbordo.;Ônibus
DANIEL AGUIAR LTDA;12.902.492/0001-90;PBJ-8F24;Não;Sim;Não;2025-03-04;2025-09-26;2018;Executivo;59;59;H - Cadeira de transbordo.;Ônibus
DANIEL DONIZETE BAUTISTA EIRELI;13.681.547/0001-41;DBB-6340;Não;Sim;Não;2025-01-23;2025-08-30;2006;Executivo;34;34;H - Cadeira de transbordo.;Ônibus
DANIEL DONIZETE BAUTISTA EIRELI;13.681.547/0001-41;ETU-1G78;Não;Sim;Não;2025-07-10;2025-07-10;2012;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
DANIEL DONIZETE BAUTISTA EIRELI;13.681.547/0001-41;EZC-8204;Não;Sim;Não;2025-07-09;2025-07-20;2011;Executivo;19;19;H - Cadeira de transbordo.;Micro-ônibus
DANIEL DOS SANTOS BARBOSA LTDA;21.795.857/0001-15;SWX-7A83;Não;Sim;Não;2025-02-26;2025-10-25;2023;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
DANIEL DRANSKI EIRELI;33.694.668/0001-35;OYD-1H60;Não;Sim;Não;2025-01-19;2025-07-31;2013;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
DANIEL QUEIROZ MACHADO LTDA;40.277.460/0001-86;DJF-4E03;Não;Sim;Não;2025-05-28;2025-12-13;2004;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
DANIEL RIBEIRO SIMOES DA CONCEICAO LTDA;40.570.770/0001-94;TLB-0A80;Não;Sim;Não;2025-12-04;2025-12-06;2024;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
DANIEL TEOFILO DE SOUZA BUENO - EIRELI;32.740.431/0001-80;FIV-3920;Não;Sim;Não;2025-09-13;2025-09-16;2013;Executivo;20;20;Sem Acessibilidade;Micro-ônibus
DANIEL TURISMO LTDA;44.916.895/0001-84;MMF-4A08;Não;Sim;Não;2025-03-27;2025-10-08;2008;Executivo;29;29;H - Cadeira de transbordo.;Ônibus
DANIELE PEREIRA JOAO JACOB EIRELI;20.319.492/0001-90;MLP-3D48;Não;Sim;Não;2025-02-15;2025-11-11;2013;Executivo;43;43;H - Cadeira de transbordo.;Ônibus
DANILO JOSE DA COSTA & CIA LTDA;07.679.958/0001-08;GXA-7J35;Não;Sim;Não;2025-05-18;2025-09-09;2004;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
DANIMARA LOCADORA DE VEICULOS E TRANSPORTES LTDA;08.976.593/0001-38;EHS-6564;Não;Sim;Não;2025-09-24;2025-09-01;2019;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
DANITUR TRANSPORTES COLETIVOS LTDA - ME;04.595.490/0001-77;BDY-5F23;Não;Sim;Não;2025-09-10;2025-03-27;2019;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
DANITUR TRANSPORTES COLETIVOS LTDA - ME;04.595.490/0001-77;BEN-9H71;Não;Sim;Não;2025-08-22;2025-03-27;2020;Executivo;20;20;Q - Cadeira de transbordo;Micro-ônibus
DANNY TUR SERVICOS DE TRANSPORTE LTDA;28.452.160/0001-90;AUV-1251;Não;Sim;Não;2025-08-23;2025-08-04;2011;Executivo;56;56;H - Cadeira de transbordo.;Ônibus
DANNY TUR SERVICOS DE TRANSPORTE LTDA;28.452.160/0001-90;AWY-2E74;Não;Sim;Não;2025-10-01;2025-11-28;2013;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
DANNY TUR SERVICOS DE TRANSPORTE LTDA;28.452.160/0001-90;GCJ-0C74;Não;Sim;Não;2025-07-17;2025-07-12;2015;Semileito;46;46;H - Cadeira de transbordo.;Ônibus
DANTAS TRANSPORTE E TURISMO LTDA;01.715.728/0001-62;KVG-5B74;Não;Sim;Não;2025-09-27;2025-04-19;2010;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
DANTUR LOCADORA DE VEICULOS E TRANSPORTES LTDA;30.256.605/0001-09;SWO-5J59;Não;Sim;Não;2025-08-26;2025-07-29;2024;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
DANTUR TRANSPORTES EIRELI;33.500.143/0001-11;CNR-0G90;Não;Sim;Não;2025-04-03;2025-10-03;2007;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
DANTUR TRANSPORTES EIRELI;33.500.143/0001-11;EKH-8C06;Não;Sim;Não;2025-09-23;2025-08-28;2010;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
DANTUR TRANSPORTES EIRELI;33.500.143/0001-11;ELA-1G29;Não;Sim;Não;2025-08-27;2025-05-14;2019;Executivo;46;46;Sem Acessibilidade;Micro-ônibus
DANTUR TRANSPORTES EIRELI;33.500.143/0001-11;MAR-2D21;Não;Sim;Não;2025-03-23;2025-09-03;2004;Executivo;50;50;Q - Cadeira de transbordo;Ônibus
DANUBIO VIAGENS E TURISMO LTDA - ME;00.380.318/0001-45;IVD-2010;Não;Sim;Não;2025-02-28;2025-10-05;2009;Executivo;30;30;Q - Cadeira de transbordo;Ônibus
DARCY MEGA TRANSPORTE LTDA-ME;26.080.642/0001-31;FWL-1139;Não;Sim;Não;2025-01-05;2025-09-15;2014;Executivo;18;18;Sem Acessibilidade;Micro-ônibus
DARIO ALMUDI NETO VIAGENS LTDA;28.623.289/0001-14;QTM-9F23;Não;Sim;Não;2025-07-22;2025-07-04;2019;Executivo;10;10;Sem Acessibilidade;Micro-ônibus
DARLAN TRANSPORTADORA TURISTICA LTDA - ME;14.332.938/0001-13;AVS-8B06;Sim;Sim;Não;2025-02-07;2025-10-05;2008;Convencional;48;48;Q - Cadeira de transbordo;Ônibus
DARLAN TRANSPORTADORA TURISTICA LTDA - ME;14.332.938/0001-13;ESE-0B18;Sim;Sim;Não;2025-08-23;2025-05-25;2010;Convencional;46;46;Q - Cadeira de transbordo;Ônibus
DARLAN TRANSPORTADORA TURISTICA LTDA - ME;14.332.938/0001-13;FQD-0B00;Sim;Sim;Não;2025-05-25;2025-05-25;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
DARLAN TRANSPORTADORA TURISTICA LTDA - ME;14.332.938/0001-13;ORZ-9515;Sim;Sim;Não;2025-04-27;2025-05-04;2013;Convencional;46;46;H - Cadeira de transbordo.;Ônibus
DARLAN TRANSPORTADORA TURISTICA LTDA - ME;14.332.938/0001-13;POX-5A50;Sim;Sim;Não;2025-03-26;2025-03-22;2016;Semileito;71;71;H - Cadeira de transbordo.;Ônibus
DAVI TRANSPORTES E TURISMO EIRELI;28.012.559/0001-50;CFY-1C62;Não;Sim;Não;2025-01-11;2025-12-07;2022;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
DAVI TURISMO LTDA;10.634.094/0001-04;NVH-0G74;Não;Sim;Não;2025-08-02;2024-12-25;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
DAVI TURISMO LTDA;10.634.094/0001-04;NZN-1C47;Não;Sim;Não;2025-08-13;2024-12-25;2011;Executivo;59;59;H - Cadeira de transbordo.;Ônibus
DAVIEL TUR VIAGENS E TURISMO LTDA;55.822.042/0001-08;FMX-2F87;Não;Sim;Não;2025-08-23;2025-08-20;2013;Executivo;13;13;Sem Acessibilidade;Micro-ônibus
DAVIEL TUR VIAGENS E TURISMO LTDA;55.822.042/0001-08;INI-5B15;Não;Sim;Não;2025-02-23;2025-08-20;2006;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
DAVILA TRANSPORTES E TURISMO LTDA;31.412.193/0001-11;MDV-6C72;Não;Sim;Não;2025-02-22;2025-08-30;2002;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
DAYSE DANTAS LOCACOES & TRANSPORTE EXECUTIVO EIRELI;30.348.952/0001-61;FON-3A90;Não;Sim;Não;2025-09-19;2025-05-09;2013;Executivo;26;26;H - Cadeira de transbordo.;Ônibus
DAYSE DANTAS LOCACOES & TRANSPORTE EXECUTIVO EIRELI;30.348.952/0001-61;OWX-1E71;Não;Sim;Não;2025-11-06;2025-05-09;2014;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
DBR TRANSPORTE E TURISMO LTDA;53.813.711/0001-41;LNV-9B34;Não;Sim;Não;2025-05-01;2025-10-23;2002;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
DBR TRANSPORTE E TURISMO LTDA;53.813.711/0001-41;LZG-7H91;Não;Sim;Não;2025-01-11;2025-09-05;1997;Executivo;42;42;Sem Acessibilidade;Ônibus
DBR TRANSPORTE E TURISMO LTDA;53.813.711/0001-41;RXN-3I63;Não;Sim;Não;2025-09-10;2025-09-05;2022;Executivo;29;29;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
DD TUOR AGENCIA DE VIAGEM LTDA;14.253.341/0001-83;GDN-9J44;Não;Sim;Não;2025-07-18;2025-10-25;2020;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
DD TUOR AGENCIA DE VIAGEM LTDA;14.253.341/0001-83;RLJ-7G58;Não;Sim;Não;2025-10-23;2025-11-26;2020;Executivo;20;20;Sem Acessibilidade;Micro-ônibus
DE MOURA TRASNPORTADORA TURISTICA LTDA - ME;22.924.599/0001-92;ATC-5I49;Não;Sim;Não;2025-07-26;2025-07-16;2010;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
